@relation NewRelation
@attribute Field_000 numeric
@attribute Field_001 numeric
@attribute Field_002 numeric
@attribute Field_003 numeric
@attribute Field_004 numeric
@attribute Field_005 numeric
@attribute Field_006 numeric
@attribute Field_007 numeric
@attribute Field_008 numeric
@attribute Field_009 numeric
@attribute Field_010 numeric
@attribute Field_011 numeric
@attribute Field_012 numeric
@attribute Field_013 numeric
@attribute Field_014 numeric
@attribute Field_015 numeric
@attribute Field_016 numeric
@attribute Field_017 numeric
@attribute Field_018 numeric
@attribute Field_019 numeric
@attribute Field_020 numeric
@attribute Field_021 numeric
@attribute Field_022 numeric
@attribute Field_023 numeric
@attribute Field_024 numeric
@attribute Field_025 numeric
@attribute Field_026 numeric
@attribute Field_027 numeric
@attribute Field_028 numeric
@attribute Field_029 numeric
@attribute Field_030 numeric
@attribute Field_031 numeric
@attribute Field_032 numeric
@attribute Field_033 numeric
@attribute Field_034 numeric
@attribute Field_035 numeric
@attribute Field_036 numeric
@attribute Field_037 numeric
@attribute Field_038 numeric
@attribute Field_039 numeric
@attribute Field_040 numeric
@attribute Field_041 numeric
@attribute Field_042 numeric
@attribute Field_043 numeric
@attribute Field_044 numeric
@attribute Field_045 numeric
@attribute Field_046 numeric
@attribute Field_047 numeric
@attribute Field_048 numeric
@attribute Field_049 numeric
@attribute Field_050 numeric
@attribute Field_051 numeric
@attribute Field_052 numeric
@attribute Field_053 numeric
@attribute Field_054 numeric
@attribute Field_055 numeric
@attribute Field_056 numeric
@attribute Field_057 numeric
@attribute Field_058 numeric
@attribute Field_059 numeric
@attribute Field_060 numeric
@attribute Field_061 numeric
@attribute Field_062 numeric
@attribute Field_063 numeric
@attribute Field_064 numeric
@attribute Field_065 numeric
@attribute Field_066 numeric
@attribute Field_067 numeric
@attribute Field_068 numeric
@attribute Field_069 numeric
@attribute Field_070 numeric
@attribute Field_071 numeric
@attribute Field_072 numeric
@attribute Field_073 numeric
@attribute Field_074 numeric
@attribute Field_075 numeric
@attribute Field_076 numeric
@attribute Field_077 numeric
@attribute Field_078 numeric
@attribute Field_079 numeric
@attribute Field_080 numeric
@attribute Field_081 numeric
@attribute Field_082 numeric
@attribute Field_083 numeric
@attribute Field_084 numeric
@attribute Field_085 numeric
@attribute Field_086 numeric
@attribute Field_087 numeric
@attribute Field_088 numeric
@attribute Field_089 numeric
@attribute Field_090 numeric
@attribute Field_091 numeric
@attribute Field_092 numeric
@attribute Field_093 numeric
@attribute Field_094 numeric
@attribute Field_095 numeric
@attribute Field_096 numeric
@attribute Field_097 numeric
@attribute Field_098 numeric
@attribute Field_099 numeric
@attribute Field_100 numeric
@attribute Field_101 numeric
@attribute Field_102 numeric
@attribute Field_103 numeric
@attribute Field_104 numeric
@attribute Field_105 numeric
@attribute Field_106 numeric
@attribute Field_107 numeric
@attribute Field_108 numeric
@attribute Field_109 numeric
@attribute Field_110 numeric
@attribute Field_111 numeric
@attribute Field_112 numeric
@attribute Field_113 numeric
@attribute Field_114 numeric
@attribute Field_115 numeric
@attribute Field_116 numeric
@attribute Field_117 numeric
@attribute Field_118 numeric
@attribute Field_119 numeric
@attribute Field_120 numeric
@attribute Field_121 numeric
@attribute Field_122 numeric
@attribute Field_123 numeric
@attribute Field_124 numeric
@attribute Field_125 numeric
@attribute Field_126 numeric
@attribute Field_127 numeric
@attribute Field_128 numeric
@attribute Field_129 numeric
@attribute Field_130 numeric
@attribute Field_131 numeric
@attribute Field_132 numeric
@attribute Field_133 numeric
@attribute Field_134 numeric
@attribute Field_135 numeric
@attribute Field_136 numeric
@attribute Field_137 numeric
@attribute Field_138 numeric
@attribute Field_139 numeric
@attribute Field_140 numeric
@attribute Field_141 numeric
@attribute Field_142 numeric
@attribute Field_143 numeric
@attribute Field_144 numeric
@attribute Field_145 numeric
@attribute Field_146 numeric
@attribute Field_147 numeric
@attribute Field_148 numeric
@attribute Field_149 numeric
@attribute Field_150 numeric
@attribute Field_151 numeric
@attribute Field_152 numeric
@attribute Field_153 numeric
@attribute Field_154 numeric
@attribute Field_155 numeric
@attribute Field_156 numeric
@attribute Field_157 numeric
@attribute Field_158 numeric
@attribute Field_159 numeric
@attribute Field_160 numeric
@attribute Field_161 numeric
@attribute Field_162 numeric
@attribute Field_163 numeric
@attribute Field_164 numeric
@attribute Field_165 numeric
@attribute Field_166 numeric
@attribute Field_167 numeric
@attribute Field_168 numeric
@attribute Field_169 numeric
@attribute Field_170 numeric
@attribute Field_171 numeric
@attribute Field_172 numeric
@attribute Field_173 numeric
@attribute Field_174 numeric
@attribute Field_175 numeric
@attribute Field_176 numeric
@attribute Field_177 numeric
@attribute Field_178 numeric
@attribute Field_179 numeric
@attribute Field_180 numeric
@attribute Field_181 numeric
@attribute Field_182 numeric
@attribute Field_183 numeric
@attribute Field_184 numeric
@attribute Field_185 numeric
@attribute Field_186 numeric
@attribute Field_187 numeric
@attribute Field_188 numeric
@attribute Field_189 numeric
@attribute Field_190 numeric
@attribute Field_191 numeric
@attribute Field_192 numeric
@attribute Field_193 numeric
@attribute Field_194 numeric
@attribute Field_195 numeric
@attribute Field_196 numeric
@attribute Field_197 numeric
@attribute Field_198 numeric
@attribute Field_199 numeric
@attribute Field_200 numeric
@attribute Field_201 numeric
@attribute Field_202 numeric
@attribute Field_203 numeric
@attribute Field_204 numeric
@attribute Field_205 numeric
@attribute Field_206 numeric
@attribute Field_207 numeric
@attribute Field_208 numeric
@attribute Field_209 numeric
@attribute Field_210 numeric
@attribute Field_211 numeric
@attribute Field_212 numeric
@attribute Field_213 numeric
@attribute Field_214 numeric
@attribute Field_215 numeric
@attribute Field_216 numeric
@attribute Field_217 numeric
@attribute Field_218 numeric
@attribute Field_219 numeric
@attribute Field_220 numeric
@attribute Field_221 numeric
@attribute Field_222 numeric
@attribute Field_223 numeric
@attribute Field_224 numeric
@attribute Field_225 numeric
@attribute Field_226 numeric
@attribute Field_227 numeric
@attribute Field_228 numeric
@attribute Field_229 numeric
@attribute Field_230 numeric
@attribute Field_231 numeric
@attribute Field_232 numeric
@attribute Field_233 numeric
@attribute Field_234 numeric
@attribute Field_235 numeric
@attribute Field_236 numeric
@attribute Field_237 numeric
@attribute Field_238 numeric
@attribute Field_239 numeric
@attribute Field_240 numeric
@attribute Field_241 numeric
@attribute Field_242 numeric
@attribute Field_243 numeric
@attribute Field_244 numeric
@attribute Field_245 numeric
@attribute Field_246 numeric
@attribute Field_247 numeric
@attribute Field_248 numeric
@attribute Field_249 numeric
@attribute Field_250 numeric
@attribute Field_251 numeric
@attribute Field_252 numeric
@attribute Field_253 numeric
@attribute Field_254 numeric
@attribute Field_255 numeric
@attribute Field_256 numeric
@attribute Field_257 numeric
@attribute Field_258 numeric
@attribute Field_259 numeric
@attribute Field_260 numeric
@attribute Field_261 numeric
@attribute Field_262 numeric
@attribute Field_263 numeric
@attribute Field_264 numeric
@attribute Field_265 numeric
@attribute Field_266 numeric
@attribute Field_267 numeric
@attribute Field_268 numeric
@attribute Field_269 numeric
@attribute Field_270 numeric
@attribute Field_271 numeric
@attribute Field_272 numeric
@attribute Field_273 numeric
@attribute Field_274 numeric
@attribute Field_275 numeric
@attribute Field_276 numeric
@attribute Field_277 numeric
@attribute Field_278 numeric
@attribute Field_279 numeric
@attribute Field_280 numeric
@attribute Field_281 numeric
@attribute Field_282 numeric
@attribute Field_283 numeric
@attribute Field_284 numeric
@attribute Field_285 numeric
@attribute Field_286 numeric
@attribute Field_287 numeric
@attribute Field_288 numeric
@attribute Field_289 numeric
@attribute Field_290 numeric
@attribute Field_291 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
397,331,1005,669,624,499,31,19,15,12,2,13,168,374,862,600,611,810,26,32,24,9,2,9,152,168,829,505,790,527,5,8,14,1,12,0,476,226,959,706,623,708,27,20,24,2,10,13,401,247,933,708,683,548,20,26,14,3,9,12,265,207,838,682,846,552,21,10,7,3,12,2,227,299,831,527,696,870,20,24,24,14,12,8,173,403,816,482,726,722,23,12,17,5,5,14,256,370,807,620,660,802,13,21,16,2,8,15,426,168,1009,744,833,577,29,22,34,15,9,2,293,147,889,625,749,637,26,17,12,15,7,4,439,267,1094,702,678,585,22,20,9,14,3,1,271,297,1012,708,656,553,24,28,9,3,2,12,231,263,786,566,704,798,15,19,9,13,12,11,245,231,829,559,900,574,20,11,6,12,13,4,457,281,1069,826,995,481,26,17,18,12,11,3,429,531,1006,733,608,1020,37,32,16,10,11,9,326,314,956,584,565,590,27,12,18,11,14,15,0.0941203,0.45344127,0.41109105,0.18639101,0.37004544,0.24581442,0.47320693,0.31320642,0.43501194,0.28119942,0.27375652,0.20621092,0.13720862,0.14560542,0.07722938,0.14698255,0.28569178,0.14797274,0.18881476,0.06755422,0.13391847,0.17354471,0.13988304,0.0718996,0.13338954,0.12221711,0.13584996,0.18792052,0.07103874,0.11433778,0.21285393,0.04234708,0.08690204,0.03556405,0.0947996,0.20428955,0.05686837,0.05980905,0.08392836,0.03830762,0.19398932,0.10479498,0.00149386,0.11802067,0.15015783,0.11637151,0.06729268,0.09766388,0.10225437,0.11326863,0.13909245,0.06629823,0.11562322,0.03363163,0.17523172,0.07263517,0.1966435,0.04142431,0.17801851,0.11605154,0.22343088,0.14620454,0.10654179,0.11240092,0.12537017,0.16048426,0.06070472,0.0479524,0.16608773,0.17559802,0.16295837,0.05898414,0.22225166,0.04944417,0.09837641,0.08400519,4
351,237,695,976,662,571,5,23,17,10,11,10,164,270,690,861,581,872,0,6,14,3,9,4,238,468,721,784,754,647,31,28,4,11,3,13,430,398,695,939,595,848,29,30,14,18,11,14,351,431,699,875,703,670,32,28,4,15,12,7,359,365,518,715,686,618,31,28,9,13,7,15,241,307,717,798,570,918,6,14,14,0,5,11,253,133,682,827,580,784,3,8,7,7,6,1,174,210,783,979,724,886,21,9,6,0,11,8,536,348,699,699,641,715,23,16,38,13,12,15,307,339,557,714,559,579,22,7,14,17,8,9,457,259,784,1047,592,599,14,22,13,16,10,14,309,157,764,1067,596,571,12,22,11,1,9,1,159,201,596,789,568,826,11,7,1,1,3,10,335,233,563,600,592,650,14,23,4,8,4,17,557,435,757,731,785,563,22,23,28,8,14,16,273,245,904,1036,648,1066,11,10,6,2,14,10,260,282,694,935,753,646,15,20,22,15,15,2,0.06786203,0.55633886,0.30310895,0.36938538,0.42635097,0.07356597,0.53236904,0.16188574,0.48422244,0.25088168,0.1367658,0.19374502,0.20752827,0.16510193,0.147654,0.13137242,0.13529455,0.0813723,0.15735192,0.05353159,0.10526238,0.07579984,0.17144212,0.09088836,0.06558861,0.11562047,0.13176652,0.08351097,0.03563116,0.07966093,0.17053138,0.06765717,0.07228074,0.02276424,0.09671039,0.15593645,0.06659133,0.05917173,0.04670219,0.13155312,0.13794938,0.01264855,0.12589494,0.02591757,0.11108974,0.03925788,0.07349383,0.07986842,0.09440687,0.03747112,0.07623605,0.15269532,0.05177468,0.07213403,0.15916257,0.17533958,0.07324598,0.11689441,0.21368969,0.16308948,0.10992777,0.23193423,0.21196934,0.17122178,0.24439184,0.17043474,0.17962355,0.077275,0.18834191,0.18560983,0.19163053,0.07870698,0.37611191,0.20860951,0.175172,0.04875855,4
356,306,724,948,708,578,10,8,18,11,13,11,207,193,809,855,679,947,5,21,13,0,9,9,321,439,820,748,738,658,26,29,3,4,9,18,367,293,748,943,815,857,32,31,13,11,7,19,288,334,760,899,809,677,27,29,3,8,6,12,338,352,631,767,784,657,26,27,10,6,13,20,228,322,844,768,646,1017,3,29,13,3,9,16,244,188,811,791,558,859,2,19,6,4,10,4,109,159,910,943,796,941,14,8,5,3,3,3,477,413,728,751,819,670,22,19,39,10,20,20,296,362,656,742,699,672,19,18,15,14,14,14,452,302,813,1011,558,698,15,17,14,13,14,19,364,208,789,1031,640,630,11,11,12,2,11,6,264,200,745,771,692,925,8,22,2,4,9,15,426,238,666,574,734,701,13,26,5,11,10,22,492,480,794,691,941,530,19,8,29,11,18,21,234,258,1047,1012,704,1153,16,9,5,5,6,11,283,311,697,905,683,589,18,33,23,14,17,3,0.11603696,0.5449639,0.37771164,0.34186966,0.37303019,0.2274066,0.3695195,0.41126948,0.28747995,0.24266056,0.13478976,0.17626074,0.16854565,0.12097373,0.03525581,0.06033565,0.09066611,0.13332847,0.19592734,0.03023812,0.08123651,0.1765839,0.10903557,0.09753336,0.08935898,0.16114428,0.10133098,0.07934703,0.05159073,0.14344422,0.13504781,0.06875515,0.04697391,0.11848813,0.14653843,0.07229463,0.04998731,0.0806837,0.10456618,0.09609717,0.06778629,0.04834702,0.13367639,0.07279538,0.13151695,0.13714052,0.06633922,0.09625923,0.16535217,0.04972988,0.10862953,0.08372709,0.04951051,0.07007843,0.11827727,0.19495165,0.08031506,0.12195274,0.21394951,0.17013008,0.06989038,0.20668606,0.25208151,0.19512159,0.25300707,0.29045124,0.23978441,0.01593105,0.23526969,0.23023709,0.16262978,0.05417812,0.37301197,0.36703136,0.2039285,0.10859846,4
322,422,750,904,761,602,20,17,23,12,11,4,177,117,801,801,732,971,15,36,12,1,9,10,285,231,768,680,759,682,16,14,2,1,11,11,333,151,804,925,798,881,26,14,8,4,1,10,264,154,806,891,814,701,31,20,2,3,2,5,314,282,647,771,731,681,32,12,15,3,9,11,220,224,874,734,715,1041,15,28,8,6,11,13,228,260,831,723,641,883,12,26,1,5,8,5,135,173,892,875,819,965,4,23,0,2,1,6,437,291,740,787,838,694,34,24,38,11,14,11,270,394,604,732,728,696,31,29,20,15,12,15,410,372,825,933,617,722,27,18,19,14,12,10,362,306,777,963,675,654,17,24,17,1,9,7,238,266,739,753,751,949,20,29,7,5,11,6,390,282,706,564,743,725,25,11,10,12,10,13,470,526,820,771,900,554,31,23,34,10,16,12,202,352,1031,970,753,1177,26,22,0,4,4,4,255,293,699,815,742,613,28,22,24,11,13,6,0.17927855,0.45313362,0.47944726,0.21917282,0.44570331,0.12799451,0.4043371,0.35091246,0.2767019,0.13079791,0.25331896,0.06539787,0.23451186,0.08524138,0.11492413,0.10055434,0.14191667,0.11052963,0.1681238,0.13906838,0.10501134,0.12996144,0.0701682,0.18768445,0.13642856,0.0928726,0.08904188,0.13120347,0.13063102,0.08523995,0.07028394,0.05544071,0.14117494,0.09212132,0.05293825,0.05836618,0.13074247,0.11752826,0.03640944,0.07550529,0.12007817,0.12032507,0.01807896,0.11734961,0.04678721,0.10869887,0.09191576,0.09995339,0.1052476,0.13480272,0.11149119,0.04772336,0.15017863,0.16011994,0.01949156,0.1088716,0.1676811,0.03519438,0.13104196,0.14239958,0.06253737,0.16443858,0.20393454,0.17619268,0.15016813,0.27953167,0.27763713,0.13399601,0.33449519,0.40766584,0.165276,0.08989602,0.45451883,0.27439786,0.1640614,0.14992119,4
424,354,870,837,680,510,28,20,16,10,5,17,183,237,727,748,639,849,23,31,15,3,3,5,209,271,776,617,706,560,8,17,5,3,11,4,465,229,852,848,707,759,30,19,15,6,9,9,340,232,826,796,731,581,23,25,5,3,8,12,322,170,699,714,730,565,24,19,8,5,11,6,234,220,742,667,622,919,17,29,15,4,11,4,226,250,705,660,662,761,20,21,8,7,4,10,211,165,756,812,728,843,10,18,7,0,7,11,469,277,872,726,711,612,26,19,33,13,12,6,254,254,740,671,635,638,23,16,13,17,6,0,486,300,957,880,564,610,19,21,12,16,6,5,320,232,889,900,646,568,21,23,10,1,3,8,210,218,653,678,646,829,12,24,0,3,11,13,300,208,698,517,722,605,17,16,3,10,12,8,482,370,940,720,875,492,23,18,27,8,10,7,344,354,921,901,670,1055,34,31,7,2,10,13,353,277,827,772,701,611,24,11,17,9,13,11,0.03307082,0.59741288,0.35936077,0.32669848,0.30997627,0.23630376,0.42784797,0.33977227,0.37346283,0.3233384,0.25015313,0.01482273,0.17705444,0.06089166,0.19195858,0.16746143,0.12386793,0.0679133,0.205772,0.18745673,0.17821349,0.06989721,0.05660296,0.15839285,0.18259815,0.17962662,0.09288761,0.09981882,0.11577878,0.14122277,0.11030852,0.10429309,0.0795975,0.13530519,0.11581582,0.13465357,0.08125739,0.08601136,0.10642188,0.07853529,0.10948804,0.09136892,0.13337656,0.10257186,0.02301296,0.06490978,0.13513878,0.12754579,0.07306073,0.06615735,0.13842694,0.13072968,0.11015249,0.03114123,0.0975153,0.16586656,0.07481624,0.03880675,0.12484929,0.11053971,0.1682439,0.03859102,0.11535903,0.13749354,0.17984033,0.03553573,0.06525023,0.16224006,0.15034971,0.13272552,0.16305508,0.1959863,0.31510561,0.15683364,0.27967415,0.08989865,4
367,303,941,736,437,675,35,17,4,13,8,13,352,370,626,645,488,658,30,24,27,20,6,9,258,236,869,788,875,641,17,26,17,20,6,0,428,266,929,741,670,796,11,26,27,23,12,11,465,285,897,807,786,618,4,30,17,24,11,12,285,229,774,837,917,594,1,24,4,18,6,2,345,261,767,632,557,708,24,28,27,23,6,6,331,349,740,671,585,600,27,20,20,16,7,14,498,346,785,717,569,720,31,11,19,23,12,15,168,150,941,901,840,769,7,12,15,10,9,2,205,211,787,800,760,531,8,21,1,6,3,4,313,221,1026,783,531,619,26,10,14,7,7,1,519,277,982,805,599,583,28,20,16,22,6,12,341,283,594,651,613,634,19,23,12,24,6,11,275,257,779,750,837,610,16,23,9,17,7,4,313,315,1017,1045,1052,687,8,17,15,15,11,3,517,473,774,798,435,848,41,10,19,25,11,9,306,300,912,657,450,728,19,22,13,14,10,15,0.04473484,0.51406135,0.1865122,0.33028322,0.48026303,0.26918631,0.58840949,0.06357046,0.5675295,0.27439027,0.12142317,0.19821244,0.14334654,0.39793222,0.21401066,0.24042046,0.04977563,0.02043111,0.24980591,0.15107405,0.2522691,0.05367662,0.03661059,0.19212792,0.18118246,0.21524612,0.0950286,0.0413773,0.19513,0.09188655,0.14012852,0.04764929,0.04475189,0.24517663,0.05003869,0.12455854,0.02741104,0.03940592,0.1879014,0.03807852,0.08410705,0.04900353,0.07308614,0.13429995,0.08370606,0.12538221,0.16127199,0.10050948,0.09208684,0.0872329,0.21100275,0.07276168,0.11897863,0.09450128,0.21472253,0.07490353,0.07259377,0.07452,0.16414196,0.0667214,0.09504737,0.08411884,0.12345987,0.12426454,0.11179101,0.05133544,0.16101137,0.17704857,0.1238996,0.08220244,0.05505491,0.19233306,0.29077495,0.10390684,0.25051916,0.09888047,4
370,298,682,749,574,551,10,29,12,12,12,11,269,279,593,680,569,916,5,22,19,1,10,9,283,457,654,569,856,627,26,8,9,5,8,18,533,337,644,754,725,826,32,16,19,12,20,19,510,386,616,726,781,646,27,16,9,9,21,12,360,358,541,656,898,626,26,8,4,7,14,20,390,368,590,575,582,986,1,18,19,4,14,16,284,286,541,584,590,828,2,12,12,3,15,4,415,295,662,726,696,910,24,23,11,4,20,3,487,431,686,704,843,661,18,16,29,9,21,20,426,372,590,615,759,661,17,15,9,13,15,14,448,310,771,804,548,667,15,22,8,12,11,19,342,204,751,812,616,617,11,30,8,3,10,6,372,286,559,590,622,894,6,17,4,5,8,15,302,292,526,543,842,670,9,11,1,12,9,22,540,518,750,794,1059,521,17,21,23,12,23,21,594,448,779,809,574,1122,16,34,11,6,23,11,349,207,679,710,607,624,18,10,21,13,14,3,0.23328817,0.53013632,0.27974587,0.41909177,0.42741319,0.34301186,0.49571403,0.24811558,0.40787408,0.18717215,0.29970131,0.34494856,0.25276923,0.14064442,0.21168474,0.2190279,0.23774926,0.21836356,0.17358322,0.06057069,0.24334477,0.22142123,0.14111331,0.14055232,0.13107388,0.06200921,0.25612289,0.19406692,0.07802225,0.09062599,0.13162272,0.08165743,0.22227689,0.15205405,0.11398876,0.08475176,0.11930861,0.09696882,0.16937934,0.01194785,0.07605139,0.07027417,0.09712383,0.08569246,0.16747965,0.0894691,0.06065859,0.01782571,0.03250048,0.17304145,0.06393431,0.07327568,0.16302745,0.06318799,0.15836627,0.01626953,0.07359311,0.21037629,0.11755148,0.12265735,0.10644606,0.08265638,0.20991077,0.10879192,0.04378224,0.07566809,0.15931773,0.0867269,0.22486391,0.15319983,0.19062345,0.18976429,0.1651494,0.22134771,0.15866034,0.16684546,4
336,378,858,691,609,541,29,29,11,14,5,11,131,245,797,640,602,910,24,28,20,3,3,9,217,237,754,487,815,621,7,14,10,1,9,18,525,183,840,722,680,820,23,14,20,4,13,19,428,200,818,716,718,640,22,16,10,5,14,12,328,248,701,664,869,620,23,14,3,1,9,20,290,290,824,539,631,980,18,20,20,8,11,16,194,372,789,508,651,822,21,18,13,3,8,4,235,263,830,648,695,904,11,27,12,4,13,3,475,257,860,734,834,639,31,18,30,9,14,20,304,306,730,615,756,651,30,19,8,13,8,14,460,310,945,732,609,661,26,30,7,12,4,19,312,276,893,736,635,593,22,28,9,3,3,6,228,298,691,576,661,888,19,15,5,7,9,15,270,278,698,531,875,664,24,11,2,14,10,22,524,444,930,804,996,495,30,27,22,12,16,21,424,488,997,753,609,1116,35,34,12,6,16,11,261,233,815,630,618,588,27,6,22,13,15,3,0.10911887,0.38304898,0.31425393,0.28214281,0.534195,0.23617792,0.50478539,0.26377216,0.39007575,0.32805466,0.19984267,0.25763662,0.1763703,0.15117512,0.20119428,0.19873759,0.17100968,0.16049244,0.08603895,0.15683503,0.17977316,0.07730333,0.08086789,0.16130867,0.16029322,0.1523766,0.11750817,0.06809974,0.12429995,0.14294802,0.11131852,0.03935975,0.04194085,0.15833684,0.11154052,0.11123687,0.03660878,0.11933468,0.11690815,0.14106851,0.10394834,0.08710625,0.08429225,0.096129,0.1097317,0.05362306,0.0473954,0.07675415,0.12295489,0.08059176,0.07012965,0.10533404,0.15690976,0.02019408,0.10252319,0.07661702,0.10535591,0.0112596,0.03812938,0.1387638,0.16443523,0.07042218,0.11315719,0.20494126,0.25047603,0.02060265,0.1168076,0.18074448,0.26995192,0.08730312,0.08125799,0.24369939,0.3898971,0.06145149,0.22983185,0.15232136,4
407,287,681,827,682,522,8,24,11,11,2,11,176,300,714,712,625,891,3,15,20,4,2,9,224,492,691,623,720,602,28,27,10,8,14,18,490,410,653,806,673,801,32,37,20,15,16,19,379,439,625,748,721,621,29,37,10,12,15,12,345,353,568,638,726,601,28,27,3,10,14,20,253,345,717,651,620,961,3,23,20,1,14,16,217,233,682,666,668,803,0,13,13,8,7,4,172,220,783,818,720,885,18,0,12,1,10,3,514,356,685,608,701,616,20,17,32,14,11,20,299,325,611,615,629,638,19,12,8,18,9,14,479,241,770,880,538,642,17,23,7,17,3,19,297,191,742,906,622,574,13,13,9,2,2,6,205,253,624,650,626,869,8,16,5,0,14,15,315,261,567,513,660,645,11,22,2,7,15,22,553,357,753,656,851,474,19,14,22,9,13,21,323,237,914,887,660,1097,14,11,12,1,13,11,296,342,660,766,649,543,16,29,22,14,16,3,0.03224803,0.55923992,0.34604824,0.28210551,0.45098974,0.19202848,0.51884688,0.31017122,0.45069492,0.26523797,0.24206918,0.13555072,0.17475495,0.15022902,0.15918796,0.17260878,0.15178599,0.10807116,0.19562413,0.14497634,0.26707236,0.08844356,0.09162865,0.10082256,0.19764518,0.14812048,0.03721159,0.03514974,0.16658608,0.15973616,0.14288421,0.05530625,0.06397085,0.17293926,0.15276714,0.06493557,0.06186491,0.09624635,0.14912402,0.07439317,0.08785486,0.0832108,0.09553905,0.12668012,0.06531425,0.08245991,0.16842797,0.11044263,0.07202936,0.07220372,0.17083865,0.15687059,0.05032517,0.12531838,0.09495745,0.11792583,0.08401971,0.027842,0.07621294,0.24224277,0.08366291,0.08281209,0.11663544,0.18671625,0.26331406,0.07766393,0.20128924,0.2249412,0.17754982,0.11825918,0.13497635,0.14780028,0.36334267,0.1863358,0.30842807,0.09242967,4
385,251,846,813,634,461,21,27,7,10,2,17,174,348,767,734,573,808,16,12,24,3,4,5,198,412,784,673,712,519,15,24,14,3,14,10,540,368,818,816,649,718,31,34,24,10,16,11,415,391,790,782,649,538,24,34,14,7,15,12,329,271,693,684,732,518,25,24,1,5,14,12,259,311,750,633,614,878,10,20,24,0,14,8,245,291,719,664,658,720,13,14,17,7,7,10,244,244,798,796,672,802,15,3,16,0,10,9,480,306,850,724,721,575,19,14,28,13,11,12,277,215,760,641,639,589,16,9,4,17,9,6,441,169,935,872,544,569,14,26,11,16,1,11,319,175,887,884,600,513,14,16,13,1,2,8,199,269,691,644,606,786,5,15,9,1,14,13,293,249,674,583,698,562,10,19,6,8,15,14,547,307,918,834,891,443,16,17,18,8,13,13,419,345,957,875,618,1014,27,14,16,2,13,13,348,312,817,770,607,570,23,26,26,13,16,11,0.08212186,0.55461688,0.36709071,0.33632955,0.40328373,0.20391319,0.50371445,0.18364231,0.41912086,0.23769582,0.2619562,0.22546448,0.07667885,0.0975367,0.06651721,0.16420477,0.29946694,0.07604514,0.07691153,0.0185311,0.2411065,0.21662699,0.07128452,0.05855987,0.00625037,0.10310327,0.1043735,0.19627642,0.10085329,0.0278731,0.07504834,0.04933569,0.17103525,0.09842325,0.10884432,0.06077242,0.08206026,0.13244184,0.05326417,0.08772216,0.07528245,0.02565244,0.05128026,0.07560075,0.08226061,0.02142465,0.05819157,0.0850302,0.09542196,0.0404115,0.01684053,0.07980928,0.12139392,0.14278189,0.02035056,0.08732413,0.14197209,0.08970961,0.06367401,0.01870615,0.08999285,0.10526551,0.14039707,0.03575367,0.11793756,0.1131306,0.1819288,0.12898707,0.08274234,0.1532295,0.19819966,0.11676501,0.35772904,0.12876918,0.34829894,0.04531631,4
439,341,916,720,576,550,30,16,8,13,8,10,236,346,735,615,573,801,25,31,23,4,6,12,154,176,792,568,782,528,6,9,13,4,12,3,500,230,894,745,633,709,30,23,23,3,16,12,443,233,866,735,685,551,21,29,13,0,17,9,285,199,749,693,830,579,22,11,0,6,12,1,253,261,768,580,634,859,19,31,23,7,12,7,269,367,739,559,664,711,22,13,16,8,11,17,358,332,746,695,626,791,12,24,15,1,16,18,438,194,918,735,811,624,26,19,27,14,17,1,325,147,806,636,727,664,23,14,5,18,11,7,387,261,1003,751,622,626,21,19,10,17,7,2,331,311,931,783,616,558,23,25,12,2,6,15,205,231,723,601,654,795,14,32,8,6,12,8,229,219,752,578,864,585,17,12,5,9,13,1,495,285,986,847,1007,542,23,14,19,9,19,0,467,501,941,788,564,1005,36,29,15,3,19,10,424,298,871,637,547,639,24,15,25,10,16,18,0.12443173,0.44848249,0.39814877,0.22896437,0.24372322,0.28487932,0.5553837,0.16718425,0.39700507,0.15788669,0.22559372,0.22959187,0.1298872,0.10746949,0.09009821,0.04040843,0.24530701,0.15873843,0.08098654,0.17994366,0.08796057,0.10351187,0.11570771,0.13965719,0.12626496,0.08487516,0.04434373,0.05754335,0.18244129,0.06663823,0.09830972,0.09337409,0.01923163,0.08085288,0.0049649,0.07948563,0.12906621,0.07618614,0.02923891,0.09235649,0.0424156,0.12117824,0.11683035,0.03978374,0.10323217,0.02675707,0.11207816,0.08961296,0.12360917,0.09807221,0.06841188,0.12354346,0.07478084,0.12402698,0.01718736,0.06822362,0.02583089,0.11220049,0.05777768,0.02870778,0.0428856,0.0272758,0.10752098,0.12843562,0.17596905,0.1194855,0.15203573,0.17046092,0.16303859,0.20071468,0.10578549,0.13718553,0.1385415,0.13903188,0.07510936,0.18601749,4
